"gene","HR","L95CI","H95CI","pvalue"
"ENSG00000235962.5","0.823016370186657","0.680185955171254","0.995839358995111","0.0451949569399739"
"ENSG00000230568.1","0.803291921280011","0.653384729779325","0.98759257966079","0.0376694067560612"
"ENSG00000233839.1","0.845500307488894","0.715589950436869","0.99899498243007","0.0486349820799469"
"ENSG00000250144.1","0.764507893937967","0.59080108931947","0.989287816931256","0.0411654912616875"
"ENSG00000261557.1","0.760275369375632","0.594188252273876","0.972787050345166","0.0293055843627102"
"ENSG00000212695.5","0.843471456996213","0.713568414412172","0.997022968503156","0.0460533914220903"
"ENSG00000220744.1","0.806947873467844","0.663922927095725","0.980783828844022","0.0311700922576695"
"ENSG00000241061.3","0.795804449763914","0.634897776182661","0.997490849742469","0.0475058438248889"
"ENSG00000226945.1","0.795429083836171","0.647801058112366","0.976700206782779","0.028886088533233"
"ENSG00000166530.8","0.905057228859273","0.842630952600515","0.972108352989461","0.00622415983130849"
"ENSG00000242411.2","0.802455115295231","0.663923322660921","0.969892441016646","0.0228382594928869"
"ENSG00000233565.1","0.914405225121038","0.836406344156649","0.999677873763303","0.0491778688288973"
"ENSG00000237709.1","0.741151933659563","0.572172019156229","0.960036790294919","0.0232761936695382"
"ENSG00000251593.1","1.23873366057599","1.05069984778883","1.46041810615394","0.0108111293806966"
"ENSG00000242667.1","0.824717616082097","0.684366974410917","0.993851503225441","0.0428917138871366"
"ENSG00000232888.4","0.798475409780272","0.644269436839396","0.989590602266464","0.0398270611599924"
"ENSG00000214199.3","0.756929094874323","0.587245041433157","0.975643239607459","0.0315262393532485"
"ENSG00000253676.1","1.19310262796798","1.01133538073655","1.407538891626","0.0362935450999728"
"ENSG00000237757.2","0.720017251663737","0.555749751882472","0.932838639940652","0.0129129222506362"
"ENSG00000243830.2","0.814779717651948","0.67222833343023","0.987560260826004","0.0368398303508136"
"ENSG00000188856.6","0.773905832298386","0.640205113886797","0.935528667725329","0.00808120151734794"
"ENSG00000214561.3","0.85592663625593","0.768160025315321","0.953721077000413","0.00482640416904936"
"ENSG00000196205.8","0.778054786580147","0.611065653750067","0.990677920130463","0.0417557997692724"
"ENSG00000213862.4","0.788835345936181","0.630548897805872","0.986856380470322","0.0379172524312667"
"ENSG00000105991.7","1.11686489362453","1.00796246609691","1.23753337308395","0.0347313981686486"
"ENSG00000241741.1","0.791069574742829","0.631748669628313","0.990569671404267","0.0410980251863892"
"ENSG00000240489.1","0.725093480050898","0.534976165694653","0.982773791669082","0.0382687528831618"
"ENSG00000237186.1","0.914163475529796","0.852396555274025","0.980406191017583","0.0119247715095417"
"ENSG00000213885.3","0.785282484256639","0.634275060161372","0.972241569648642","0.0265329625773536"
"ENSG00000229914.1","0.867022175049233","0.771429040200583","0.97446091973883","0.0166649966815787"
"ENSG00000220157.4","0.73738067159842","0.557555530202225","0.975203769658112","0.0326785614906554"
"ENSG00000175886.10","0.791544039040817","0.629359361563139","0.995523390936632","0.0456823074556307"
"ENSG00000234118.1","0.79867842575995","0.642489297531524","0.992837126198344","0.0428970427625021"
"ENSG00000163064.6","1.08879922229834","1.00074691846106","1.18459894765452","0.048005772358327"
"ENSG00000213305.3","0.750327186831794","0.603794349401716","0.932421589994618","0.0095658703934728"
"ENSG00000237931.1","0.869901069345575","0.792770066072926","0.954536381774742","0.003258980230392"
"ENSG00000101367.8","0.51058168006229","0.29087969497182","0.896224991024161","0.0191997209017156"
"ENSG00000253517.1","0.786830036878101","0.638882775816087","0.969037717667024","0.0240758735536725"
"ENSG00000249485.1","0.718155156427628","0.544445502942041","0.947288251839034","0.0191171323380401"
"ENSG00000233837.1","0.773569800533604","0.617114252650672","0.969691161283775","0.0259522537540108"
"ENSG00000170689.9","1.16265445580318","1.06324138755649","1.27136264579163","0.000951087679050139"
"ENSG00000258846.1","0.723563409603723","0.575072817122437","0.910396026605964","0.00576234619915077"
"ENSG00000167553.13","1.21517168916736","1.01822174535206","1.45021675376153","0.0307636613700034"
"ENSG00000149269.8","1.42202722674861","1.07048903458396","1.88900714373057","0.0150945751108411"
"ENSG00000224773.2","0.770491651004206","0.597982518417116","0.992767122755733","0.0437899116845776"
"ENSG00000260521.2","0.757921045740167","0.577892236773182","0.994033619111123","0.0451543765345678"
"ENSG00000170027.6","1.67300048819939","1.15466731973644","2.42401476656867","0.00652602975048327"
"ENSG00000230783.1","0.804446188813632","0.660069433835562","0.980402420600487","0.0310780519994317"
"ENSG00000166130.13","1.45415976201997","1.11448558066629","1.89736022624336","0.00580623167163837"
"ENSG00000171657.5","1.16583765170965","1.01408566654692","1.34029843333851","0.0310405378106228"
"ENSG00000260027.4","1.11345439358341","1.02474508984462","1.20984301254684","0.0111800519741397"
"ENSG00000103855.16","1.5296772458557","1.12192581626571","2.08562138651643","0.00720281406449171"
"ENSG00000233125.2","1.30999789688987","1.07429185378809","1.59741925232394","0.00762978189906443"
"ENSG00000078902.14","1.68341819963978","1.12446893625484","2.52020909027243","0.0114137709591917"
"ENSG00000214896.4","0.795792294219268","0.68030501253708","0.930884476621799","0.00430075652823522"
"ENSG00000180818.4","1.10049776215934","1.03115970872612","1.17449829960277","0.00392565595153401"
"ENSG00000231991.4","1.18620469818104","1.02090433351102","1.3782697749432","0.0257363605269261"
"ENSG00000149257.12","1.23965101575925","1.02161902579046","1.50421497845923","0.0295047740289529"
"ENSG00000242445.1","0.795794848884581","0.640083314159228","0.989385955706535","0.0397811186569962"
"ENSG00000243979.2","0.904722118217382","0.82822720523982","0.988282087346716","0.0263185458774694"
"ENSG00000115457.8","1.20562656319504","1.0670146190967","1.36224507505999","0.00269197522478479"
"ENSG00000172936.11","1.68648200458158","1.205838962528","2.35870762196529","0.00226166787169113"
"ENSG00000068784.11","0.533492914142837","0.315832296001638","0.901157649308732","0.018820309313539"
"ENSG00000110492.14","1.35627424365955","1.12801129801905","1.63072819150366","0.00119080085515877"
"ENSG00000230593.3","1.28969561430664","1.05824679059373","1.57176453767328","0.0117035732484322"
"ENSG00000138376.9","0.68897320176383","0.495469903883954","0.95804824678086","0.026777940901551"
"ENSG00000235376.5","0.844126634975244","0.715342383658351","0.996096124251102","0.044826885414602"
"ENSG00000123388.4","1.08469731625718","1.022843713161","1.15029134241777","0.00664883163887807"
"ENSG00000122783.15","1.84469891205623","1.08691776848463","3.13079257217935","0.0232816357209764"
"ENSG00000230507.5","0.817155049068244","0.670448910668197","0.995963098146023","0.0454970908770831"
"ENSG00000225695.1","0.748056072926736","0.562779245100892","0.994329291838492","0.0455943883893578"
"ENSG00000270276.2","0.936989661531748","0.8787188684696","0.999124586167634","0.0469558496504216"
"ENSG00000249779.1","0.930936067869863","0.868683581665917","0.997649755045446","0.0427035915573939"
"ENSG00000268942.2","0.885769021807663","0.824609338849842","0.951464800396801","0.000890867874512633"
"ENSG00000125385.9","0.923911769127255","0.873228107865919","0.977537197259944","0.00597416252797308"
"ENSG00000235776.2","0.781033083606416","0.618648567578735","0.986040717875112","0.0376933200965167"
"ENSG00000243538.1","0.864769244841541","0.760412540347326","0.983447546094168","0.0268051048900756"
"ENSG00000229465.1","1.1109286113639","1.00119783584227","1.23268582428434","0.0474205292846834"
"ENSG00000081760.15","1.66338300818512","1.09613653867583","2.52417735774177","0.0167872053822188"
"ENSG00000215210.3","0.723315573497897","0.547420304331569","0.955728924785556","0.0226977090794494"
"ENSG00000159131.15","0.592515695578037","0.363379575500822","0.96613809134006","0.0359000944015627"
"ENSG00000181260.8","0.924553975982539","0.866044767601346","0.987016014048132","0.0186839045225146"
"ENSG00000182742.5","1.0769850384098","1.00693304590768","1.15191052441126","0.0306715993510792"
"ENSG00000155660.9","1.70322406541594","1.28489565687427","2.25774925885355","0.000212909537362263"
"ENSG00000120256.8","1.38300613452865","1.03032339103857","1.85641322402266","0.0308617916327441"
"ENSG00000139146.12","0.760824146607148","0.637491107848973","0.908017970656354","0.00245147399429977"
"ENSG00000244086.1","0.845805441186224","0.733816087315551","0.974885746859617","0.0208353012568316"
"ENSG00000224546.2","0.717707465662209","0.528097759324254","0.975395174799434","0.0340798365604771"
"ENSG00000226948.1","0.788165597321468","0.62274874801511","0.997521088209452","0.0476344884296317"
"ENSG00000047230.13","0.548563992550136","0.336656406560928","0.893856311830157","0.0159344433220331"
"ENSG00000106089.10","1.24109381148442","1.02981717898692","1.49571582251153","0.0232955495013938"
"ENSG00000115825.8","0.641961096401895","0.41483853744155","0.993432413090572","0.0466414626913791"
"ENSG00000069869.14","0.682525464196868","0.467884105469536","0.995633328492032","0.0474031363040336"
"ENSG00000226279.2","0.805253128962461","0.659576366416909","0.983104663416592","0.0333935889665369"
"ENSG00000197757.7","1.14703434795757","1.05841603183756","1.24307243637479","0.000826213607415922"
"ENSG00000037965.5","1.10494125177708","1.03942509479137","1.17458696735021","0.00137498031062792"
"ENSG00000188191.13","1.30716562988397","1.00457153869838","1.70090622531859","0.0461612076746906"
"ENSG00000177542.9","1.39946708433658","1.04706936010628","1.87046646073448","0.0231639944743208"
"ENSG00000230216.1","1.30101428016702","1.0678644357289","1.5850683856169","0.0090112257508351"
"ENSG00000258476.4","1.07669891911419","1.00208016101798","1.15687407806178","0.0437298495271326"
"ENSG00000198464.12","0.655381713380408","0.441360718501882","0.973184001719464","0.0361960160643865"
"ENSG00000131269.14","0.48813332921291","0.291015314844636","0.8187684116064","0.00657404985512897"
"ENSG00000229835.2","0.792503110713081","0.64873599166029","0.968130624111872","0.0227806969917817"
"ENSG00000228630.4","1.08028585087173","1.01498046525399","1.14979308424583","0.0152102795729097"
"ENSG00000134802.16","1.62152809179043","1.23854772933342","2.12293260097502","0.000437661582195217"
"ENSG00000162378.11","0.596458766732344","0.364126933266908","0.977030337250808","0.0401451829585769"
"ENSG00000265626.1","0.93933932426585","0.894926273987504","0.985956487991706","0.0113326797942325"
"ENSG00000197093.9","1.32189535589717","1.02068468586974","1.7119952480266","0.0344179435138932"
"ENSG00000156508.16","0.731371546243474","0.556945271282774","0.960425316876398","0.0244210378435686"
"ENSG00000250076.1","0.93660521589906","0.881440774182261","0.995222091085083","0.0344641388764557"
"ENSG00000144711.12","1.35506142231934","1.03241762806015","1.77853555417125","0.0285315865083692"
"ENSG00000065911.10","0.698445564425984","0.561357985356543","0.869010897130983","0.00128472679646263"
"ENSG00000088179.7","0.60876930059504","0.404279279252431","0.916693188016626","0.0174800376746942"
"ENSG00000184384.12","0.739961286457757","0.563628971154863","0.971459476851085","0.0301239262721701"
"ENSG00000232460.4","0.884438009638904","0.810920033753592","0.964621122101561","0.00554635622034434"
"ENSG00000174516.13","1.31621481820181","1.00342803127966","1.72650294156592","0.0471797010945243"
"ENSG00000198932.11","1.24504321447942","1.03458996001325","1.49830625255767","0.0203458956919707"
"ENSG00000236060.2","1.253822341611","1.04305170332717","1.50718364133652","0.0160032872758366"
"ENSG00000250133.2","1.08706730793144","1.02446750977052","1.15349224909828","0.00580177542530187"
"ENSG00000239887.4","0.787182410424373","0.647345460405934","0.957226373214937","0.0164826772150252"
"ENSG00000166263.12","0.65904047570757","0.484706056859505","0.896077823815504","0.00781540420027242"
"ENSG00000249245.2","0.914359586703368","0.841805376358366","0.993167158676397","0.0337953579563255"
"ENSG00000243646.7","1.38189366123401","1.03079386048132","1.85258194113329","0.0305597656346961"
"ENSG00000136240.8","1.62789635449774","1.17708811052087","2.25135783574804","0.00322418008524225"
"ENSG00000175395.14","0.660259242838261","0.467891140906404","0.931717294131369","0.018153854377348"
"ENSG00000124313.11","1.33309561101468","1.0587157062555","1.67858462626578","0.0144758670515267"
"ENSG00000204130.11","0.585356366321761","0.395457650231724","0.866444423044135","0.00744147430932175"
"ENSG00000107669.16","0.487630944700701","0.304563601713002","0.780736558447215","0.00278378165154605"
"ENSG00000176124.10","0.703159666969221","0.559876156554003","0.883112294503605","0.00245258743234171"
"ENSG00000189410.10","1.15128074728113","1.01262537485869","1.30892173153883","0.0314301148150884"
"ENSG00000182718.15","1.20110793854994","1.0333846871165","1.39605347169716","0.0169447669310201"
"ENSG00000233429.8","1.13283265790078","1.02274242162233","1.25477324854765","0.016798679430563"
"ENSG00000235559.1","0.890240538452712","0.818184934815347","0.968641907936665","0.00693801682601979"
"ENSG00000258754.6","1.16084552779501","1.01858396521177","1.32297619580287","0.0253507939063568"
"ENSG00000157227.11","1.25653558621381","1.07228490549202","1.47244605546061","0.00476320776986733"
"ENSG00000121552.3","1.150066387379","1.01931230179602","1.2975931841973","0.0231714874869414"
"ENSG00000102007.9","1.17239620617457","1.00638677870051","1.365789866623","0.0411823825532901"
"ENSG00000140455.15","0.566086739318357","0.38921751353783","0.823329334590548","0.00291022640472369"
"ENSG00000236229.1","0.898813708059686","0.836002313538125","0.966344313542573","0.00389943215094107"
"ENSG00000234491.1","0.891314688008927","0.823065398049625","0.965223267729392","0.00464278696120025"
"ENSG00000006327.12","1.18318070064165","1.01798658505388","1.37518174691542","0.0283572873139863"
"ENSG00000123364.4","1.07722373612758","1.01790521673232","1.13999904765378","0.0100510211580231"
"ENSG00000120093.10","1.10545421705683","1.02396251512882","1.19343140784308","0.0102864338867636"
"ENSG00000120708.15","1.13720656248612","1.00595904839648","1.28557794457233","0.0398866778719525"
"ENSG00000247556.5","0.648134329816394","0.444786256998838","0.94444939086246","0.023977739840389"
"ENSG00000171817.15","0.69174123622647","0.515234916769382","0.928714111412412","0.0142065446170369"
"ENSG00000140403.11","1.27776881176941","1.02673304676316","1.59018270764516","0.0280661951983381"
"ENSG00000127947.14","1.70140331121009","1.15965161898908","2.49624385461572","0.00658186406255153"
"ENSG00000204396.9","1.18527216179294","1.01480299428468","1.38437717018325","0.0319174989550491"
"ENSG00000270504.1","1.31464667715542","1.05743139145598","1.63442838913273","0.013791027827206"
"ENSG00000169919.15","1.4608982110542","1.1062405643532","1.92925811241536","0.00754923526768791"
"ENSG00000166997.6","1.78690250634756","1.29787721726653","2.4601869304063","0.00037349547438087"
"ENSG00000049449.7","1.51882680359709","1.11370806463419","2.07131018673433","0.00828257150151207"
"ENSG00000087245.11","1.23484193861787","1.04338781803215","1.46142650605735","0.0141241637143717"
"ENSG00000168385.16","0.637795004033537","0.432065134606228","0.941484129565024","0.0236092720287922"
"ENSG00000177614.8","1.35329254066613","1.11010164527345","1.64975946880204","0.00275846475792764"
"ENSG00000168487.16","1.46240283463293","1.12401909129699","1.90265634036046","0.00464522615984884"
"ENSG00000257702.3","1.20208318488118","1.00418996454966","1.43897473026641","0.044907103223335"
"ENSG00000147065.15","1.39571285595897","1.10653574425614","1.76046222311479","0.0048842193324201"
"ENSG00000100985.7","1.09333952972309","1.00142291605673","1.1936928025995","0.0464039999415294"
"ENSG00000234135.2","0.936829095456223","0.888326050655186","0.987980430660582","0.0161378421053883"
"ENSG00000135211.5","1.50672843781397","1.09028507136041","2.08223577938624","0.0130038479856221"
"ENSG00000235750.8","1.20318085952479","1.02396322505859","1.41376579285254","0.0245934516496584"
"ENSG00000171469.9","0.674832912533358","0.479744372872258","0.949254406282561","0.0238765911710678"
"ENSG00000223969.4","1.18708694595762","1.01407561823668","1.3896157169357","0.032852994669735"
"ENSG00000136153.18","1.29529457669164","1.00745044344215","1.66538021927341","0.0436065419332207"
"ENSG00000168890.12","1.68893188209765","1.15895527570748","2.461260552634","0.00637673677158695"
"ENSG00000198960.9","0.67897605132296","0.479538321060152","0.961358994732543","0.0291050044740268"
"ENSG00000242068.1","0.878583695047817","0.782549485935029","0.986403189929336","0.0283963596812177"
"ENSG00000234981.1","0.789037834875371","0.650868910245407","0.956537783668407","0.0158491663537386"
"ENSG00000115107.18","1.29485739991018","1.12327955317379","1.49264328845372","0.000366812593196865"
"ENSG00000158710.13","1.21313975480957","1.0277565445679","1.43196175444272","0.0223983098205578"
"ENSG00000137941.15","0.802380199762796","0.647719229673986","0.99397077541674","0.0438712723080797"
"ENSG00000178202.11","1.38529476969495","1.10603203215345","1.73506873504177","0.00454938614094217"
"ENSG00000115310.16","1.52160943135678","1.00547707266254","2.30268329785274","0.0470551213969716"
"ENSG00000280721.1","1.17737522742514","1.02749502120295","1.34911838748522","0.0187538085604984"
"ENSG00000230787.1","0.891074778668512","0.817835706323581","0.970872578734025","0.00840191756475337"
"ENSG00000180155.17","1.34718904333617","1.10686707059344","1.63968950446053","0.00295129157124427"
"ENSG00000183020.12","1.56599265273213","1.03001808563372","2.38086400871516","0.0358757822341551"
"ENSG00000241418.1","0.909514194061267","0.839686251322508","0.985148998088331","0.0199612334596561"
"ENSG00000105948.12","1.38462504933509","1.07340575611251","1.78607811289325","0.0122349703519605"
"ENSG00000156515.20","1.41092941480097","1.0103203132614","1.97038680448222","0.0433607587902974"
"ENSG00000162493.15","1.14864380717954","1.01237311854827","1.30325723944931","0.031490497988791"
"ENSG00000196954.11","1.21312691292563","1.01380528372101","1.45163665103709","0.0348858308097804"
"ENSG00000135046.12","1.1394585854397","1.0010089435606","1.29705721041207","0.0482430481551521"
"ENSG00000181481.12","1.34832622613637","1.03818152403737","1.7511230646999","0.0250309876451066"
"ENSG00000241286.2","0.920450154403109","0.866442429507304","0.977824328412075","0.00721295853684761"
"ENSG00000124731.11","1.12574314379287","1.02651091951037","1.23456809051884","0.0118790666426513"
"ENSG00000262477.1","0.659516404911227","0.497017541067708","0.875143938406342","0.0039265165029791"
"ENSG00000226427.1","0.893150029078424","0.828297579075304","0.963080171420212","0.00330270007952586"
"ENSG00000115414.17","1.2038304664221","1.02634496728522","1.41200847481072","0.02263763180645"
"ENSG00000173917.10","1.13154547992678","1.04894822047905","1.22064668984135","0.00139502666007636"
"ENSG00000137825.9","1.38811314188756","1.13678397309086","1.69500814604372","0.00129108536686566"
"ENSG00000176043.5","0.892152469453506","0.797227056840196","0.998380601765671","0.0467895226856439"
"ENSG00000258910.2","1.09202652851812","1.00632446023615","1.18502728106946","0.0347592600406635"
"ENSG00000204052.4","1.25878339446516","1.04674744036279","1.51377072738008","0.0144683638701355"
"ENSG00000111145.6","1.31472951247406","1.00705870668203","1.71639813995077","0.0442541253828525"
"ENSG00000133816.12","1.28888550023336","1.10295760383223","1.50615565543035","0.00140860173877914"
"ENSG00000021645.16","1.15870110280297","1.03751940012562","1.29403676256489","0.0089628229966692"
"ENSG00000166579.14","1.98474604643442","1.19555542634486","3.29488435419538","0.00803483658014885"
"ENSG00000184635.12","0.761453036147614","0.597298294493476","0.97072221970785","0.0278195791623288"
"ENSG00000116396.12","1.26053144872847","1.01740770542166","1.56175299711826","0.0341902198119906"
"ENSG00000088766.10","0.691353861895064","0.487383944689439","0.980685079115156","0.038517112681051"
"ENSG00000144843.10","1.47239459828307","1.10556884726075","1.96093247238709","0.00813389264098217"
"ENSG00000108784.8","1.62583771712413","1.08469363379376","2.43695380895541","0.0185894242021946"
"ENSG00000142227.9","1.19452126571023","1.03656876410701","1.37654259287198","0.0140378764327361"
"ENSG00000137843.10","1.12891604613705","1.00405407354373","1.26930558105066","0.0425993291956749"
"ENSG00000164713.8","1.3672076347846","1.00507590708635","1.8598164610593","0.0463476313763132"
"ENSG00000174132.8","1.94901285465529","1.25351746685049","3.03039343931588","0.00304317195464386"
"ENSG00000146833.14","1.45757877283184","1.05251998220125","2.01852308263706","0.0233232274661975"
"ENSG00000226428.1","0.903573339193802","0.83224235552471","0.981018057879411","0.015660603222749"
"ENSG00000230750.1","0.907015959573578","0.827120559752799","0.994628825533065","0.0380385696831961"
"ENSG00000198908.10","1.50019559187985","1.0480132971506","2.14747925433272","0.0266771687567463"
"ENSG00000180673.9","0.825015206242255","0.699230100706622","0.973427902836427","0.0226637434190295"
"ENSG00000161638.9","1.32223102405426","1.08957715201059","1.60456272210321","0.00467242647013471"
"ENSG00000140262.16","0.639437140070368","0.500050280164835","0.817677486285159","0.000364589680000511"
"ENSG00000089597.15","1.59709759334009","1.01179475158894","2.52098631530457","0.0443981656651913"
"ENSG00000167178.14","1.11544637441586","1.00574368931849","1.23711500992921","0.0386032249750448"
"ENSG00000185338.4","1.18640493260548","1.03459624246103","1.36048886158954","0.0144116270184386"
"ENSG00000065665.19","0.775448595673985","0.604773739906099","0.994290070574361","0.0449510293243062"
"ENSG00000159733.12","1.35683222006185","1.01507861809421","1.81364639209365","0.03929855425663"
"ENSG00000087077.10","1.24609418046858","1.0092273074786","1.53855399580592","0.0408201718978998"
"ENSG00000157150.4","0.870649782913359","0.772312018243237","0.981508802894662","0.0235012001204392"
"ENSG00000167543.14","1.4386796464528","1.09155311940189","1.89619642720794","0.0098294855671648"
"ENSG00000136574.16","1.06275643436369","1.00669152271535","1.12194372684787","0.0277254459098461"
"ENSG00000177575.11","1.10696304353235","1.00705938114446","1.21677748372082","0.0352276788985187"
"ENSG00000137267.5","1.34949424103531","1.01417946337","1.79567302668113","0.0397274248817459"
"ENSG00000185624.13","1.5089175096727","1.11225713492283","2.04703748756337","0.00820187414456134"
"ENSG00000101608.11","1.24670730174147","1.00173094943366","1.55159336655638","0.0482162275762504"
"ENSG00000147274.13","0.662456990761129","0.454774241652658","0.964982675829447","0.0318974027026404"
"ENSG00000136738.13","0.605287588580401","0.402466656814325","0.910319050500874","0.0158987458680723"
"ENSG00000105223.17","1.55662391916394","1.11641113651467","2.17041728307899","0.00907354096564426"
"ENSG00000179921.13","1.22771880160502","1.01902972170241","1.47914572432329","0.0309062830363285"
"ENSG00000116299.15","1.2098718150667","1.03224217259141","1.41806820895332","0.018689153164733"
"ENSG00000159363.16","1.54035603858323","1.05691855945886","2.24491916086196","0.0245747446011391"
"ENSG00000117152.12","1.14175663615592","1.02977588703698","1.26591448937205","0.0118337219563504"
"ENSG00000049192.13","0.82616607924752","0.694008864015166","0.98348944212376","0.0317806020088722"
"ENSG00000108846.14","1.11597540748553","1.01484017999631","1.22718939854847","0.0235807259347325"
"ENSG00000135486.16","0.617431371904281","0.412407541981859","0.924380522188345","0.0191881061009645"
"ENSG00000167930.14","1.50952014951386","1.01920254588046","2.23571957409101","0.0398907899679253"
"ENSG00000030582.15","1.53261770885128","1.15442786006583","2.03470231682611","0.00314481048158181"
"ENSG00000241627.3","0.767579637446987","0.596165193380531","0.988280608068267","0.0402291155355822"
"ENSG00000171425.8","0.754307536328376","0.573051324205215","0.992895113105136","0.0443450384391202"
"ENSG00000177721.4","1.17234442784475","1.0165429174482","1.35202501921782","0.0288536031992437"
"ENSG00000141349.7","1.78812557196797","1.21136323489236","2.63949983706571","0.00344427342340277"
"ENSG00000127824.12","1.1691646160468","1.0150299152934","1.34670503678776","0.0302510724397852"
"ENSG00000174807.3","1.17997365453021","1.00209859323278","1.38942199379173","0.047132162286527"
"ENSG00000073150.12","1.22886766656208","1.02473187212836","1.47366914506644","0.0261786407757288"
"ENSG00000273812.1","1.08942378885325","1.0269780794461","1.15566652830555","0.00445694901723993"
"ENSG00000175471.18","1.22298724678874","1.02642982667781","1.45718466760553","0.0243362692907378"
"ENSG00000172354.8","1.44199067687833","1.0012266642089","2.07678958874608","0.0492350573702295"
"ENSG00000106397.10","1.47909596154057","1.15028304056264","1.90190134627695","0.00227781268742799"
"ENSG00000125166.11","0.59211025590474","0.357254057266419","0.981359198073778","0.0420567255761063"
"ENSG00000018408.13","1.20462786914245","1.00995134610933","1.43682991136644","0.0384459780207799"
"ENSG00000275029.1","0.786506599852118","0.673576453387731","0.918370332721323","0.0023915161496268"
"ENSG00000214063.9","1.73304462073635","1.29748998310557","2.31481067027151","0.000196521924636749"
"ENSG00000136048.12","1.2337356580794","1.01063733166397","1.50608296995178","0.0390238581812778"
"ENSG00000137185.10","0.608492105226751","0.413147758286872","0.896199083007461","0.0119119915016743"
"ENSG00000206052.9","0.892551379714141","0.802347016511397","0.992897024648313","0.0365193991972534"
"ENSG00000214018.3","1.14245224967893","1.00133472215461","1.3034573893413","0.0477268427978357"
"ENSG00000198429.8","0.731909771526005","0.566870453649449","0.944998826815764","0.0166709764159176"
"ENSG00000198105.10","0.725631148545022","0.555236858476002","0.948317021287098","0.0188458399639509"
"ENSG00000174715.7","0.878154814470803","0.782991646850131","0.984883914509824","0.0264028941581359"
"ENSG00000173432.9","1.06349069506774","1.00857055867264","1.12140142181442","0.0228806072220601"
"ENSG00000233038.4","1.17104749611925","1.00388963483237","1.36603884588981","0.0444983139984269"
